GEOID,NAME,medhomeval,medhhincome,poverty_rate,bachelors_rate,pBlack,pHispanic,vacancy_rate
17031828201,"Census Tract 8282.01, Cook County, Illinois",129100,54245,0.044156467482601394,0.20823710546574287,0.5125989920806335,0.1415886729061675,0.08453966415749856
17031828202,"Census Tract 8282.02, Cook County, Illinois",152100,63750,0.06804078014184398,0.17579340385812073,0.4833776595744681,0.11059397163120567,0.09118236472945891
17031828300,"Census Tract 8283, Cook County, Illinois",103300,63418,0.08804246019356853,0.15570085819370658,0.2909772088666875,0.11395566656259756,0.08221797323135756
17031828401,"Census Tract 8284.01, Cook County, Illinois",154800,71336,0.07242798353909465,0.2791548151158066,0.30425240054869684,0.10809327846364883,0.055415617128463476
17031828402,"Census Tract 8284.02, Cook County, Illinois",122400,52381,0.05975256646485917,0.20469918120327518,0.45722558568044225,0.10265859436693867,0.077502691065662
17031828503,"Census Tract 8285.03, Cook County, Illinois",58600,37514,0.2504816955684008,0.13205980066445183,0.6553468208092486,0.13053949903660886,0.25066666666666665
17031828504,"Census Tract 8285.04, Cook County, Illinois",81500,44375,0.3644962951284881,0.10955377574370709,0.6331388932681696,0.12959167586315623,0.18409680207433016
17031828505,"Census Tract 8285.05, Cook County, Illinois",157000,58214,0.14531226024244284,0.16960920452291212,0.4678533067362283,0.1436243670400491,0.062320916905444126
17031828506,"Census Tract 8285.06, Cook County, Illinois",128100,56471,0.07895624789112586,0.17517765658568832,0.6661792824204251,0.12900686087054325,0.09356886558101021
17031828601,"Census Tract 8286.01, Cook County, Illinois",165000,81832,0.044709388971684055,0.23596330275229357,0.26924987580725285,0.09289617486338798,0.009627727856225931
17031828602,"Census Tract 8286.02, Cook County, Illinois",179700,93000,0.04641443026836779,0.29787917737789205,0.557853057633084,0.04377474703035636,0.03225806451612903
17031828701,"Census Tract 8287.01, Cook County, Illinois",146000,76875,0.13149118627918055,0.16053019145802652,0.7367794187708433,0.04478323010957599,0.1536926147704591
17031828702,"Census Tract 8287.02, Cook County, Illinois",124600,52600,0.1858842839556832,0.17107001321003962,0.6501846532622076,0.08719737382027082,0.12239444147514698
17031828801,"Census Tract 8288.01, Cook County, Illinois",162500,96373,0.03190730837789661,0.2087912087912088,0.4409982174688057,0.11711229946524064,0.07424242424242425
17031828802,"Census Tract 8288.02, Cook County, Illinois",119300,73510,0.01639344262295082,0.12585499316005472,0.2752861119703062,0.39931951747602845,0.05148833467417538
17031828900,"Census Tract 8289, Cook County, Illinois",113200,53315,0.2952433023510115,0.09906708129720124,0.4081465281574631,0.432750136686714,0.17959770114942528
17031829000,"Census Tract 8290, Cook County, Illinois",55700,21192,0.5091185410334347,0.061313868613138686,0.9840425531914894,0.011398176291793313,0.3016666666666667
17031829100,"Census Tract 8291, Cook County, Illinois",81400,30862,0.23979591836734693,0.054104477611940295,0.22647392290249432,0.703798185941043,0.22838709677419355
17031829200,"Census Tract 8292, Cook County, Illinois",90500,46875,0.2793719545208446,0.08528906697195192,0.255549539794261,0.48348673524634544,0.18060344827586206
17031829301,"Census Tract 8293.01, Cook County, Illinois",126500,75708,0.1245456748243276,0.1825426944971537,0.3937484855827478,0.1713108795735401,0.07232084155161078
17031829302,"Census Tract 8293.02, Cook County, Illinois",87300,32000,0.38982175148540427,0.060147122457810474,0.39808834926375614,0.49935417204856625,0.12449255751014884
